variable,mean,std,min,max,median
factor_nix_gr1a,-0.0066690403036773205,0.4529276192188263,-8.051788330078125,22.114511489868164,-0.009646973572671413
factor_dp_gr1a,-0.00037931976839900017,0.02914043515920639,-1.1212798357009888,1.701400876045227,-0.00015034938405733556
factor_fincf_gr1a,-0.004068560432642698,0.05979707092046738,-1.9502278566360474,0.9495494365692139,0.0026552644558250904
factor_ocf_gr1a,0.0044211833737790585,0.18668077886104584,-5.676487445831299,9.099387168884277,-0.000984621699899435
factor_fcf_gr1a,0.02516358532011509,0.05150660127401352,-0.46137523651123047,1.925057291984558,0.025636982172727585
factor_nwc_gr1a,-0.009567080065608025,0.147696852684021,-4.849013328552246,8.86164379119873,-0.008794741705060005
factor_eqnetis_gr1a,0.005177873652428389,0.04139292985200882,-0.9433988928794861,1.0253819227218628,0.0
factor_dltnetis_gr1a,-0.0009374527726322412,0.051222678273916245,-2.8722803592681885,1.2662721872329712,0.0
factor_dstnetis_gr1a,-0.03480850160121918,0.18675728142261505,-3.6737279891967773,10.143599510192871,0.0
factor_dbnetis_gr1a,-0.02124243788421154,0.1534700095653534,-2.4074556827545166,9.533587455749512,0.0
factor_netis_gr1a,0.0345923975110054,0.13871388137340546,-0.9462181329727173,0.9968047142028809,0.0
factor_eqnpo_gr1a,-0.03797566890716553,0.1511118859052658,-1.018778920173645,0.9433988928794861,0.0
factor_eqbb_gr1a,-0.0006017604027874768,0.003439647378399968,-0.1590810865163803,0.09090973436832428,0.0
factor_eqis_gr1a,-0.010485372506082058,0.041816405951976776,-0.9433988928794861,1.0253819227218628,0.0
factor_div_gr1a,-0.0004998546792194247,0.006580377463251352,-0.2905813455581665,0.23326198756694794,0.0
factor_eqpo_gr1a,-0.004850930068641901,0.013503585010766983,-0.449662446975708,0.06746703386306763,0.0
factor_capx_gr1a,-0.005806415341794491,0.027414727956056595,-1.695220708847046,0.3720943331718445,-0.004634433425962925
factor_cash_gr3a,0.01129674632102251,0.18384741246700287,-11.772061347961426,0.6583391427993774,0.008381913416087627
factor_inv_gr3a,0.000816022336948663,0.027325402945280075,-0.9479937553405762,0.665067732334137,0.0
factor_rec_gr3a,0.004390777088701725,0.041411347687244415,-1.733923316001892,0.7232208847999573,0.0020600231364369392
